ReviewID,ReviewTime,R_Ovrall,CEO,Outlook,WorkLife,Culture,Diversity,Senior,Recommend,Career,Compens,EmployerID,Current,Length,Status,JobEnd,Title,Location,pro,cons,summary,advice,helpful,nothelpful,spgroup
45182831,"""2021-04-07T18:26:01.973""",3,"""APPROVE""","""POSITIVE""",5,3,5,5,"""POSITIVE""",5,5,8876,TRUE,6,"""REGULAR""",null,"{""__ref"":""JobTitle:19561""}",null,Work life balance\r\nOpportunity for advancement \r\nCompetitive pay \r\nHealth insurance \r\nLong maternity leave (16 weeks paid),Ever changing policies\r\nConstant cut backs; you don’t know if your job is secure\r\nCommunication on trainings unclear,Hard to leave,"""My managers have always done a great job thankfully. I’d just say to coach with positivity and encouragement and listen to your employees.""",0,0,sp500
45181280,"""2021-04-07T17:51:22.417""",5,null,null,0,0,0,0,null,0,0,8876,FALSE,0,"""REGULAR""",2021,"{""__ref"":""JobTitle:4279""}",null,Awesome work. Awesome team. Not much to complain.,Maybe package needs improving. Benefits need to become more competitive.,All Pros,null,1,0,sp500
45179401,"""2021-04-07T16:59:18.013""",5,"""APPROVE""","""POSITIVE""",5,5,5,5,"""POSITIVE""",5,5,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:1372031""}","{""__ref"":""City:1149246""}",Enjoy my job. Would do it for less pay.,None that I can think of,Enjoy my role,null,0,0,sp500
45179267,"""2021-04-07T16:54:57.620""",3,null,null,0,0,0,0,null,0,0,8876,FALSE,0,"""REGULAR""",2019,"{""__ref"":""JobTitle:4279""}","{""__ref"":""City:1149284""}",Co workers on team were great,Benefits not that great. Work life balance not there,Review,null,0,0,sp500
45177541,"""2021-04-07T16:08:03.957""",4,"""DISAPPROVE""","""NEGATIVE""",4,5,5,3,"""POSITIVE""",4,5,8876,TRUE,6,"""REGULAR""",null,"{""__ref"":""JobTitle:47221""}","{""__ref"":""City:1138651""}","Team is great to work with, competitive pay, great benefits",Lot of branch closures and employee layoffs,"Great team, lot of layoffs","""Invest in the branch teams more to get business from their communities""",0,0,sp500
45174185,"""2021-04-07T14:47:34.857""",4,null,null,0,0,0,0,null,0,0,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:47221""}","{""__ref"":""City:1138644""}",Good job good benefits got hours,None none none none none,Review,null,0,0,sp500
45171360,"""2021-04-07T13:50:21.397""",3,"""NO_OPINION""","""POSITIVE""",3,3,4,3,"""POSITIVE""",3,4,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:5682908""}","{""__ref"":""City:1147401""}",Good Benefits and training programs,Frequent organizational changes leads to bureaucracy,Wells Fargo Salary,null,0,0,sp500
45171006,"""2021-04-07T13:40:07.877""",5,null,"""POSITIVE""",5,5,5,5,"""POSITIVE""",5,5,8876,TRUE,20,"""REGULAR""",null,"{""__ref"":""JobTitle:5802236""}","{""__ref"":""City:2865319""}","Cool job, good work culture",Less focus on leader positions from india,It's very nice company to grow yourself,"""Keep up good job""",0,0,sp500
45168200,"""2021-04-07T12:51:53.910""",5,null,null,0,0,0,0,null,0,0,8876,FALSE,0,"""REGULAR""",2020,"{""__ref"":""JobTitle:399113""}","{""__ref"":""City:2363570""}",Great company to work for,None whatsoever that I can think of,Great,null,0,0,sp500
45162553,"""2021-04-07T11:07:58.963""",1,"""DISAPPROVE""","""NEUTRAL""",3,1,3,1,"""NEGATIVE""",3,3,8876,FALSE,6,"""REGULAR""",2017,"{""__ref"":""JobTitle:60180""}",null,"Decent pay, tuition assistance, good hours","High pressure sales, deceitful products, disconnect from higher management","High Pressure sales, low morale",null,0,0,sp500
45161792,"""2021-04-07T11:00:09.237""",5,"""NO_OPINION""","""POSITIVE""",5,5,5,5,"""POSITIVE""",5,3,8876,TRUE,2,"""REGULAR""",null,"{""__ref"":""JobTitle:43960""}","{""__ref"":""City:2865319""}","Values employees , shift allowance, huge building",No cons as per me,Review,null,0,0,sp500
45160557,"""2021-04-07T10:37:11.557""",2,"""NO_OPINION""","""NEUTRAL""",2,3,2,3,"""NEGATIVE""",1,4,8876,TRUE,20,"""REGULAR""",null,"{""__ref"":""JobTitle:23437""}",null,Greats benefits. PTO is better than most.,They lay off employees all the time. If they can't make enough money they sell if divisions without thinking about the employees who have dedicated the time and effort into the company.,Job won't last,null,0,0,sp500
45146593,"""2021-04-07T06:58:32.307""",5,null,null,0,0,0,0,null,0,0,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:34583""}","{""__ref"":""City:1149246""}",Sets realistic goals for employees,Pay could be higher based on workload,Mortgage,null,0,0,sp500
45146194,"""2021-04-07T06:49:45.733""",3,null,null,0,0,0,0,null,0,0,8876,TRUE,2,"""REGULAR""",null,"{""__ref"":""JobTitle:468182""}","{""__ref"":""City:2940587""}",The Benefits offered by the company are good.,(depends on the team) Terrible Management and unfulfilling work environment,"A well balanced company, if your team is led right",null,0,0,sp500
45143566,"""2021-04-07T05:55:53.050""",5,null,null,5,5,5,5,"""POSITIVE""",5,4,8876,FALSE,0,"""REGULAR""",2017,"{""__ref"":""JobTitle:34152""}",null,Great resources at this huge company,Big companies can lack a personal feeling,Positive Experience at WFIS,null,0,0,sp500
45134769,"""2021-04-07T02:03:45.967""",5,"""APPROVE""","""POSITIVE""",5,0,0,5,"""POSITIVE""",5,5,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:62926""}",null,Great Advancement prospects if you work hard,I have none so far,Great Company,null,0,0,sp500
45133419,"""2021-04-07T01:24:00.097""",3,"""NO_OPINION""","""NEUTRAL""",2,4,4,3,"""POSITIVE""",4,3,8876,TRUE,4,"""REGULAR""",null,"{""__ref"":""JobTitle:3985""}","{""__ref"":""City:1148399""}",Decent benefits\r\nHours available \r\nOverall a good place to work for,Compensation could be better \r\nLack of communication at times,It depends which market you are located,null,0,0,sp500
45131510,"""2021-04-07T00:19:20.627""",4,"""APPROVE""","""POSITIVE""",4,3,3,3,"""POSITIVE""",4,4,8876,TRUE,6,"""REGULAR""",null,"{""__ref"":""JobTitle:12628""}","{""__ref"":""City:2865319""}",Good Staff and Work culture,"Management, being unfair sometimes, There are no negative about the company.",Financial Crimes,null,0,0,sp500
45131176,"""2021-04-07T00:09:42.310""",4,null,"""POSITIVE""",4,4,4,4,"""POSITIVE""",4,4,8876,FALSE,4,"""PART_TIME""",2017,"{""__ref"":""JobTitle:143354""}","{""__ref"":""City:1146646""}",Great coworkers. Career advancement &amp; great environment,Standing way too many hours. Pressure of selling credit cards &amp; accounts.,Merchant teller,"""Give full breaks.""",0,0,sp500
45130622,"""2021-04-06T23:53:42.573""",5,"""APPROVE""","""POSITIVE""",5,5,5,5,"""POSITIVE""",5,5,8876,TRUE,0,"""PART_TIME""",null,"{""__ref"":""JobTitle:19561""}","{""__ref"":""City:1146782""}",Good company that pushes you to move forward,Reputation from past years before,N\u002FA,null,0,0,sp500
45128173,"""2021-04-06T22:29:43.757""",2,"""DISAPPROVE""","""NEUTRAL""",2,1,1,1,"""NEGATIVE""",4,4,8876,FALSE,4,"""REGULAR""",2018,"{""__ref"":""JobTitle:47221""}","{""__ref"":""City:1149627""}",Benefits were worth it \r\nPro\r\nMaternity leave,Management wasn't the greatest. \r\nToo many changes,Wells Fargo Personal Banker,null,0,0,sp500
45124468,"""2021-04-06T20:39:37.053""",1,"""DISAPPROVE""","""NEGATIVE""",1,1,1,1,"""NEGATIVE""",1,1,8876,FALSE,4,"""REGULAR""",2017,"{""__ref"":""JobTitle:318235""}","{""__ref"":""City:1140171""}",nothing positive about this company,Managers forced you to sell credit cards as overdraft protection,Stay Away!,null,0,0,sp500
45123036,"""2021-04-06T19:52:56.433""",5,null,null,5,5,5,5,null,5,5,8876,FALSE,0,"""REGULAR""",2020,"{""__ref"":""JobTitle:30839""}",null,Great place to work at.,Not that i can remember,Business specialists,null,0,0,sp500
45122933,"""2021-04-06T19:49:34.387""",5,"""APPROVE""","""POSITIVE""",5,5,5,5,"""POSITIVE""",5,5,8876,TRUE,9,"""REGULAR""",null,"{""__ref"":""JobTitle:16980""}","{""__ref"":""City:1147401""}",Pretty solid process on implementation and coordination,There is nothing I could think ...,Great Place to work,null,0,0,sp500
45122071,"""2021-04-06T19:27:24.150""",1,null,null,0,0,0,0,null,0,0,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:20850""}","{""__ref"":""City:1127704""}",The only pro is the pay,The worse company. Does not care about employees,Hate it,"""Management sucks""",0,0,sp500
45120813,"""2021-04-06T18:52:32.240""",5,null,null,5,4,5,4,null,2,4,8876,FALSE,4,"""REGULAR""",2021,"{""__ref"":""JobTitle:47221""}","{""__ref"":""City:1146829""}",Wells Fargo offers great resources and let’s you learn a lot on the job,Some tasks are strictly other role’s job duties,Learning,null,0,0,sp500
45119702,"""2021-04-06T18:24:57.983""",5,"""APPROVE""","""POSITIVE""",5,5,5,5,"""POSITIVE""",5,5,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:26279""}","{""__ref"":""City:1138644""}","Everything, salary, leadership, perks, environment",Nothing that i can think of,Awesome,null,0,0,sp500
45116565,"""2021-04-06T16:59:56.473""",2,"""DISAPPROVE""","""NEGATIVE""",1,1,1,1,"""NEGATIVE""",1,2,8876,TRUE,4,"""REGULAR""",null,"{""__ref"":""JobTitle:19561""}","{""__ref"":""City:1140105""}","Good medical benefits, 401K, a lot of vacation time.","Poor management, lack of leadership, toxic environment, no room for growth",Wells Fargo,null,0,0,sp500
45115502,"""2021-04-06T16:34:27.383""",5,"""NO_OPINION""","""NEUTRAL""",5,2,2,1,"""POSITIVE""",3,3,8876,TRUE,2,"""REGULAR""",null,"{""__ref"":""JobTitle:63606""}","{""__ref"":""City:1142551""}",Some good things about the company are the benefits,Better pay because employees dont get paid well.,Wells fargo,null,0,0,sp500
45113598,"""2021-04-06T15:41:59.437""",4,null,null,5,5,5,3,"""POSITIVE""",4,5,8876,TRUE,2,"""REGULAR""",null,"{""__ref"":""JobTitle:5800837""}",null,"Benefits, wfh during pandemic, great work life balance, opportunity for overtime.",Micromanaging and stricter metrics on employees since co-vid. Near perfection is expected. So many employees gone due to company changes within the past year.,Good company but getting stricter,null,0,0,sp500
45113500,"""2021-04-06T15:41:26.080""",4,"""NO_OPINION""","""NEUTRAL""",3,3,3,3,"""POSITIVE""",4,5,8876,TRUE,6,"""REGULAR""",null,"{""__ref"":""JobTitle:5544373""}","{""__ref"":""City:1155583""}",Good salary and good benefits,Dissatisfaction with management and constantly changing leadership,Good culture,"""Work on retention of higher levels""",0,0,sp500
45113282,"""2021-04-06T15:38:18.137""",3,null,null,3,2,2,2,null,3,4,8876,FALSE,0,"""REGULAR""",2019,"{""__ref"":""JobTitle:47221""}",null,"Great benefits, great team members","Unpredictable, you just dont know if you'll have a job next week",Overall ok,null,0,0,sp500
45110224,"""2021-04-06T14:32:34.257""",3,null,null,0,0,0,0,null,0,0,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:20709""}","{""__ref"":""City:2940587""}",Work life balance is good,Chauvinist men at higher levels in India office,Can do better in pay structure,null,0,0,sp500
45108854,"""2021-04-06T14:03:41.767""",4,"""APPROVE""","""POSITIVE""",5,5,5,4,"""POSITIVE""",4,5,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:47221""}",null,"Health and Insurance Benefits, PTO, great coworkers",Low pay for retail banking but competitive for all other positions.,"Great Benefits, good place to start long term employment",null,0,0,sp500
45107766,"""2021-04-06T13:46:00.670""",4,null,null,0,0,0,0,null,0,0,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:3810604""}","{""__ref"":""City:1151576""}","Great pay, hours, and benefits","high paced, with almost daily changes",Treats Employees Well,null,0,0,sp500
45106922,"""2021-04-06T13:26:14.320""",5,null,null,5,5,5,5,null,5,5,8876,TRUE,1,"""REGULAR""",null,"{""__ref"":""JobTitle:38057""}","{""__ref"":""City:2402301""}",Wells Fargos is a great company,Wells fargo is one of the best companies,Wells Fargo,"""Should hire me please""",0,0,sp500
45106291,"""2021-04-06T13:17:48.437""",4,null,null,5,4,4,3,null,5,5,8876,TRUE,6,"""REGULAR""",null,"{""__ref"":""JobTitle:5644102""}","{""__ref"":""City:1149246""}",Great benefits and opportunity to grow.,Very large company and it is hard to have consistency from one department to another.,WF,null,0,0,sp500
45105722,"""2021-04-06T13:06:38.793""",4,null,null,0,0,0,0,null,0,0,8876,FALSE,0,"""REGULAR""",2018,"{""__ref"":""JobTitle:2529""}","{""__ref"":""City:1142551""}","Good benefits, valuable experience to start a career","Large company, very corporate structure",Salary,null,0,0,sp500
45105202,"""2021-04-06T12:51:45.197""",3,"""NO_OPINION""","""POSITIVE""",5,5,5,2,"""POSITIVE""",3,3,8876,TRUE,4,"""REGULAR""",null,"{""__ref"":""JobTitle:47226""}",null,Off every holiday and usually out by 5:30 oh! And the PTO is ok,The company Annoyingly Micro managing everything,It’s only ok.,"""None""",0,0,sp500
45103081,"""2021-04-06T12:17:50.907""",2,"""APPROVE""","""NEGATIVE""",5,5,5,3,"""NEGATIVE""",3,5,8876,TRUE,4,"""REGULAR""",null,"{""__ref"":""JobTitle:5800569""}","{""__ref"":""City:2865319""}",Great place to work\r\nGood work life balance,Old way of doing things\r\nUses old tools and techniques to perform daily tasks,Business Systems Consultant,null,0,0,sp500
45103072,"""2021-04-06T12:17:03.150""",3,null,null,3,3,4,3,null,4,4,8876,FALSE,2,"""REGULAR""",2017,"{""__ref"":""JobTitle:34138""}",null,Very large company so lots of opportunities to post out and move into different departments. Benefit offerings and retirement benefits were awesome as well. Siloed departments so very clear roles and expectations,"As I said, it's a very large company so that has to be the right fit for you. You are more of a number in some ways than feeling a part of the entire organization. It's the right fit for some but if you thrive on knowing everyone you work with and wearing lots of hats because you aren't as siloed, this is probably not the right type of organization for you.",Right fit for some,null,0,0,sp500
45097688,"""2021-04-06T10:50:57.140""",4,"""NO_OPINION""","""NEUTRAL""",3,3,3,3,"""POSITIVE""",5,5,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:1436458""}","{""__ref"":""City:1154093""}","Great benefits, development opportunities and lots of available jobs","Long hours at times, corporate environment can be stressful and threat of displacement is high.",Great company with great benefits,null,0,0,sp500
45095050,"""2021-04-06T10:08:30.737""",3,"""DISAPPROVE""","""NEGATIVE""",2,3,4,3,"""NEGATIVE""",4,4,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:3452""}",null,Prior to new CEO there was more of a “family atmosphere�,Due to current needs to turn things around the environment is very intense,WF,null,0,0,sp500
45092384,"""2021-04-06T09:25:10.943""",3,"""NO_OPINION""","""NEGATIVE""",4,3,4,1,"""POSITIVE""",3,3,8876,TRUE,9,"""REGULAR""",null,"{""__ref"":""JobTitle:5659014""}","{""__ref"":""City:1146821""}",Flexible work hours and inclusive environment,Too much middle management and no accountability across the board,Exam Management,null,0,0,sp500
45091068,"""2021-04-06T09:04:46.100""",5,"""APPROVE""",null,5,5,5,4,"""POSITIVE""",5,5,8876,FALSE,4,"""REGULAR""",2019,"{""__ref"":""JobTitle:21122""}","{""__ref"":""City:2940587""}",#NAME?,#NAME?,Very good work life balance,null,0,0,sp500
45089832,"""2021-04-06T08:39:56.060""",5,"""APPROVE""","""POSITIVE""",5,5,5,5,"""POSITIVE""",5,5,8876,TRUE,2,"""REGULAR""",null,"{""__ref"":""JobTitle:4279""}",null,great work life balance\r\nvery friendly people\r\ngreat company policy wise,nothing i can think of,nice experience,null,0,0,sp500
45081416,"""2021-04-06T06:20:27.603""",5,"""APPROVE""","""POSITIVE""",5,5,5,5,"""POSITIVE""",5,5,8876,TRUE,1,"""REGULAR""",null,"{""__ref"":""JobTitle:3798995""}","{""__ref"":""City:2267834""}",Superior service provider among financial institutions  in the world.,Cross border communication and the time gaps.,Wells Fargo is a great place to work.,"""Services should be widespread increasing more opportunities.""",0,0,sp500
45081299,"""2021-04-06T06:18:03.493""",3,"""NO_OPINION""","""POSITIVE""",0,0,0,0,"""POSITIVE""",0,0,8876,TRUE,2,"""REGULAR""",null,"{""__ref"":""JobTitle:63183""}","{""__ref"":""City:1142551""}",Some jobs have consistent work processes that make sense and encourage input\r\n\r\nHaving benefits are nice but can get expensive for a whole family if you want a lower deductible (at least you have options)\r\n\r\nAlso you can apply anywhere in the company if you want a change of pace,Other teams and jobs don’t really like to communicate and everything changes so quickly they haven’t been thought out too well or they use old production goals that don’t make sense\u002Faren’t realistic.,It’s okay,"""To the managers of managers: please give them more comprehensive training""",0,0,sp500
45078597,"""2021-04-06T05:08:59.433""",4,null,null,5,5,5,5,null,5,3,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:49615""}",null,Our Work will be recognised.,Nothing I can think of,Nice place to work,null,0,0,sp500
45078182,"""2021-04-06T05:07:32.873""",5,"""NO_OPINION""","""POSITIVE""",5,5,5,5,"""POSITIVE""",5,5,8876,FALSE,2,"""REGULAR""",2018,"{""__ref"":""JobTitle:3985""}","{""__ref"":""City:1147311""}",great benefits and flexible schedule with weekends,no option for more PTO,Great company,null,0,0,sp500
45074611,"""2021-04-06T03:26:37.623""",2,"""DISAPPROVE""","""NEUTRAL""",3,1,2,1,"""NEGATIVE""",1,4,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:28495""}",null,PTO comp WFH colleagues benefits,Layoffs CRO lack of leadership,Toxic,null,0,0,sp500
45068523,"""2021-04-05T23:56:33.080""",5,"""APPROVE""","""POSITIVE""",5,5,5,5,"""POSITIVE""",5,5,8876,FALSE,1,"""PART_TIME""",2020,"{""__ref"":""JobTitle:20850""}",null,Pay was good as well as benefits,Difficult to move laterally between jobs within the company,Great company,null,0,0,sp500
45067813,"""2021-04-05T23:27:42.350""",4,null,null,5,4,4,1,null,2,3,8876,TRUE,4,"""REGULAR""",null,"{""__ref"":""JobTitle:206205""}","{""__ref"":""City:2865319""}","Good work-life balance, Good culture",The testing team has no importance in the organization,Wellsfargo,null,1,0,sp500
45064519,"""2021-04-05T21:32:07.390""",3,null,null,3,0,0,2,"""NEGATIVE""",3,4,8876,TRUE,2,"""REGULAR""",null,"{""__ref"":""JobTitle:3985""}","{""__ref"":""City:1127543""}","3-4 weeks Pto, business hours, locations everywhere","Micromanaging, very corporate run. Too big to care about employees. Scandal plagued.",Good time off benefits but completely micromanaging.,null,0,0,sp500
45063849,"""2021-04-05T21:16:37.823""",4,"""NO_OPINION""","""POSITIVE""",4,4,4,3,"""POSITIVE""",4,4,8876,TRUE,4,"""REGULAR""",null,"{""__ref"":""JobTitle:367617""}","{""__ref"":""City:1140494""}",East to gain experience and move up (with the will),Some management can be complacent and others are natural leaders,Great company,null,0,0,sp500
45062348,"""2021-04-05T20:26:13.400""",4,null,null,4,4,4,4,null,4,4,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:129368""}",null,"Less work pressure, salary credited on 26th or before.",Technical growth is a bit challenging,Good company,null,0,0,sp500
45062348,"""2021-04-05T20:26:13.400""",4,null,null,4,4,4,4,null,4,4,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:129368""}",null,"Less work pressure, salary credited on 26th or before.",Technical growth is a bit challenging,Good company,null,0,0,sp500
45061852,"""2021-04-05T20:14:06.937""",3,"""APPROVE""","""POSITIVE""",5,5,5,5,"""POSITIVE""",3,3,8876,TRUE,2,"""REGULAR""",null,"{""__ref"":""JobTitle:5590657""}","{""__ref"":""City:1140171""}",WOrrk from home\r\nGrowth and Development,Follow Compensation and Development model,Working at Wells Fargo,null,0,0,sp500
45055744,"""2021-04-05T17:14:01.487""",1,null,null,0,0,0,0,null,0,0,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:44419""}","{""__ref"":""City:1147401""}","Good WLB, and nothing more.","Bad culture, not inclusive culture",Not good,null,0,0,sp500
45052958,"""2021-04-05T15:54:53.120""",4,"""DISAPPROVE""","""NEGATIVE""",3,2,5,2,"""NEGATIVE""",1,4,8876,FALSE,1,"""REGULAR""",2019,"{""__ref"":""JobTitle:7402""}","{""__ref"":""City:1133904""}",Maintain proficiency in screening and data entry skills,The position did not help gain experience into financial crime operations or planning.,Misleading Job Description,null,1,0,sp500
45051657,"""2021-04-05T15:19:27.003""",3,null,null,0,0,0,0,null,0,0,8876,FALSE,0,"""REGULAR""",2020,"{""__ref"":""JobTitle:47221""}","{""__ref"":""City:1140171""}",Easy job for the most part. A lot of training opportunities.,Pay isn't very well. Weekend hours.,Great for a starting career,null,0,0,sp500
45050143,"""2021-04-05T14:38:27.127""",5,"""APPROVE""","""POSITIVE""",5,5,5,5,"""POSITIVE""",5,5,8876,FALSE,2,"""REGULAR""",2017,"{""__ref"":""JobTitle:19561""}",null,"the job isn't hard. very logical, just have to be attentive because you're dealing with people's money and thats very serious","I honestly had a great experience. one of my coworkers was a little annoying but literally thats all. There aren't really any cons. It gets hectic during rush hour, but it's still all very doable.",great job,null,0,0,sp500
45049791,"""2021-04-05T14:31:03.033""",5,"""APPROVE""","""POSITIVE""",4,5,5,5,"""POSITIVE""",5,4,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:59474""}",null,"Knowledgeable and helpful Colleagues, great senior management",need to work overtime sometimes,"Nice Company, and great senior management",null,0,0,sp500
45048403,"""2021-04-05T14:00:18.073""",3,"""NO_OPINION""","""NEUTRAL""",3,3,4,3,"""POSITIVE""",4,3,8876,TRUE,1,"""REGULAR""",null,"{""__ref"":""JobTitle:1263167""}","{""__ref"":""City:1147401""}",Dynamic and friendly team members,Work can be demanding at times,Exciting Work,"""N\u002FA""",0,0,sp500
45041910,"""2021-04-05T11:44:15.273""",4,null,null,5,4,4,2,null,3,3,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:176865""}","{""__ref"":""City:1146821""}","Good work\u002Flife balance, great for learning",Low pay compare to market,Overall is a good company to work for,null,0,0,sp500
45041497,"""2021-04-05T11:33:17.533""",3,null,null,2,1,3,1,"""NEGATIVE""",3,3,8876,FALSE,9,"""REGULAR""",2021,"{""__ref"":""JobTitle:231671""}",null,"Combat fraud, assist consumers who were victims of fraud",Co has become more numbers driven vs service driven,Contributing to reviews,"""Good employees matter, value them, everything is not abt numbers""",0,0,sp500
45038744,"""2021-04-05T10:43:24.227""",3,null,null,0,0,0,0,null,0,0,8876,TRUE,2,"""PART_TIME""",null,"{""__ref"":""JobTitle:265""}","{""__ref"":""City:1142575""}","Always around people, set schedule","Tiring no freedom, busy, long day",Enjoyed,null,0,0,sp500
45034760,"""2021-04-05T09:32:26.790""",5,"""APPROVE""","""POSITIVE""",5,5,5,5,"""POSITIVE""",5,5,8876,TRUE,6,"""REGULAR""",null,"{""__ref"":""JobTitle:14068""}","{""__ref"":""City:1140494""}","Good job, management is great and love working from home","No problems, love working from home instead of the branch",Good company,null,0,0,sp500
45034449,"""2021-04-05T09:25:28.537""",4,null,null,3,4,5,1,null,3,2,8876,FALSE,0,"""REGULAR""",2019,"{""__ref"":""JobTitle:47226""}","{""__ref"":""City:1154429""}",Lots of paid time off,Management needs better training a,Salary,null,0,0,sp500
45033232,"""2021-04-05T09:01:45.467""",5,null,"""POSITIVE""",4,5,5,4,"""POSITIVE""",3,4,8876,FALSE,4,"""REGULAR""",2019,"{""__ref"":""JobTitle:19561""}",null,"Culture, Benefits, Pay, Work life balance",The face to face interaction with customers daily can weigh on you.,Great Company,null,0,0,sp500
45028956,"""2021-04-05T07:22:54.657""",4,null,null,5,0,0,0,null,0,0,8876,FALSE,0,"""REGULAR""",2021,"{""__ref"":""JobTitle:55576""}","{""__ref"":""City:1154093""}",Good company to work for.,Currently going through structure changes.,Going through structure changes,null,0,0,sp500
45026040,"""2021-04-05T06:43:52.477""",3,null,null,0,0,0,0,null,0,0,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:590828""}","{""__ref"":""City:2833209""}",Insurance\r\nWork from home\r\nFlexible working hours,"Nothing as of now. It all good,",Decent place to work,null,0,0,sp500
45025861,"""2021-04-05T06:38:21.280""",5,null,null,0,0,0,0,null,0,0,8876,TRUE,0,"""REGULAR""",null,null,null,Good payment and facilities. Good hike,No such concerns as of now.,Good company to stay long,null,0,0,sp500
45022726,"""2021-04-05T05:10:37.863""",4,null,"""NEUTRAL""",3,4,4,3,"""NEGATIVE""",3,4,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:17959""}","{""__ref"":""City:2940587""}",Best pay considering the industry standards\r\nGood policy,In support too much of work pressure,Short description of the wells experience,null,0,0,sp500
45011948,"""2021-04-04T21:44:55.390""",2,null,null,0,0,0,0,null,0,0,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:63608""}",null,Work from home is very nice,Manager never communicates to the full team,Terrible management,"""Respond to your team""",0,0,sp500
45011251,"""2021-04-04T21:10:59.983""",5,null,null,5,5,5,5,null,5,5,8876,TRUE,2,"""REGULAR""",null,"{""__ref"":""JobTitle:28781""}","{""__ref"":""City:1140171""}",best company to work for,i dont have one rn,Excellent,null,0,0,sp500
45004660,"""2021-04-04T16:01:37.690""",4,null,null,4,4,4,3,null,4,4,8876,FALSE,0,"""PART_TIME""",2020,"{""__ref"":""JobTitle:13159""}",null,Worked with my school schedule,Limited room for growth within the company,Good,null,0,0,sp500
45004419,"""2021-04-04T15:48:13.147""",3,null,null,3,2,3,2,null,2,3,8876,TRUE,2,"""PART_TIME""",null,"{""__ref"":""JobTitle:19561""}","{""__ref"":""City:1147145""}","Flexible hours, and decent pay for the job.","Understaffed, and chaotic work environment.","An \""okay\"" work environment",null,0,0,sp500
45004318,"""2021-04-04T15:45:47.180""",3,null,null,0,0,0,0,null,0,0,8876,TRUE,20,"""REGULAR""",null,"{""__ref"":""JobTitle:1095837""}","{""__ref"":""City:1138644""}","Smart, talented, caring co-workers, competitive products","Regulatory and reputational hurdles, evolving organization with new leadership",Great people - challenging environment,null,0,0,sp500
45003891,"""2021-04-04T15:22:36.957""",1,"""NO_OPINION""","""POSITIVE""",1,1,3,1,"""NEGATIVE""",1,1,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:3165394""}","{""__ref"":""City:1149246""}",Too large for their own good.,"To get promoted or get a pay raise, have to change job. Won't allowed to take\u002F schedule unpaid leave ahead of time. It's in the policy but depends on management. High health insurance costs and not enough options.",Too large for its own good.,null,0,0,sp500
45002672,"""2021-04-04T14:20:09.627""",5,"""APPROVE""","""POSITIVE""",5,5,5,4,"""POSITIVE""",5,5,8876,TRUE,6,"""REGULAR""",null,"{""__ref"":""JobTitle:7967""}","{""__ref"":""City:1142551""}",Work life balance. Well paid.,Approved technologies and tools only.,Excellent,null,0,0,sp500
44996995,"""2021-04-04T09:57:52.593""",5,"""APPROVE""","""POSITIVE""",5,3,5,3,"""POSITIVE""",5,5,8876,FALSE,6,"""REGULAR""",2020,"{""__ref"":""JobTitle:7364""}","{""__ref"":""City:2340354""}",Great benefits and leadership trainings everyone can enroll to,Na na na na na,Fruitful career,null,0,0,sp500
44995095,"""2021-04-04T08:34:19.680""",2,"""NO_OPINION""","""NEUTRAL""",3,4,4,2,"""NEGATIVE""",3,3,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:29647""}","{""__ref"":""City:1131270""}",Great learning experience for young professionals\r\nBenefits,The amount of calls (back to back calls),Investment Consultant,null,0,0,sp500
44992192,"""2021-04-04T06:09:56.830""",5,"""APPROVE""","""POSITIVE""",5,5,3,4,"""NEGATIVE""",5,4,8876,TRUE,0,"""REGULAR""",null,"{""__ref"":""JobTitle:725114""}","{""__ref"":""City:2833209""}",It really good and enjoying this company,Employees are good communication skills,Good,"""Good for employees""",0,0,sp500
